"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2015","2015",18,"B","Break"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ISL","Iceland","2019","2019",19.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2010","2010",22.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2012","2012",21.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2015","2015",18.1,"B","Break"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ISL","Iceland","2019","2019",23.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",21,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",22.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",18.1,"B","Break"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",21.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2015","2015",16,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2019","2019",25,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","IRL","Ireland","2022","2022",20,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2015","2015",20,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2019","2019",26,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","IRL","Ireland","2022","2022",23,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",18,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",26,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",21,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2010","2010",9.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2011","2011",9.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2012","2012",9.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2013","2013",9.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2014","2014",9.7,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2015","2015",9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2016","2016",9.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2017","2017",9.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2018","2018",9.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2019","2019",10.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2020","2020",10.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ITA","Italy","2021","2021",11.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2010","2010",11.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2011","2011",10.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2012","2012",11.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2013","2013",11.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2014","2014",10.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2015","2015",10.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2016","2016",11.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2017","2017",11.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2018","2018",11.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2019","2019",11.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2020","2020",12.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ITA","Italy","2021","2021",12.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2010","2010",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2011","2011",10,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2012","2012",10.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2013","2013",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2014","2014",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2015","2015",9.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2016","2016",10.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2017","2017",10.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2018","2018",10.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2019","2019",11,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2020","2020",11.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ITA","Italy","2021","2021",12,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2010","2010",1.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2011","2011",1.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2012","2012",1.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2013","2013",1.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2014","2014",1.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2015","2015",2.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2016","2016",2.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2017","2017",2.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","KOR","Korea","2018","2018",3.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2010","2010",2.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2011","2011",2.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2012","2012",2.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2013","2013",3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2014","2014",3.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2015","2015",3.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2016","2016",4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2017","2017",4.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","KOR","Korea","2018","2018",5.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2010","2010",2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2011","2011",2.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2012","2012",2.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2013","2013",2.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2014","2014",2.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2015","2015",2.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2016","2016",3.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2017","2017",3.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","KOR","Korea","2018","2018",4.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",14.4,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2017","2017",14.3,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","LUX","Luxembourg","2019","2019",14.6,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2014","2014",16.8,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2017","2017",17.8,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","LUX","Luxembourg","2019","2019",18.4,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",15.6,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2017","2017",16,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","LUX","Luxembourg","2019","2019",16.5,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2010","2010",12.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2011","2011",12.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2012","2012",12.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2013","2013",12.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2014","2014",15.1,"B","Break"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2015","2015",14.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2016","2016",15.7,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2017","2017",14.7,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2018","2018",16.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2019","2019",15.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2020","2020",14.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NLD","Netherlands","2021","2021",16.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2010","2010",10.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2011","2011",10.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2012","2012",11.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2013","2013",10,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2014","2014",11.6,"B","Break"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2015","2015",11.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2016","2016",11.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2017","2017",12,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2018","2018",12.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2019","2019",12.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2020","2020",11.9,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NLD","Netherlands","2021","2021",11.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",11.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",11.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",12,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",11.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",13.3,"B","Break"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",12.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",13.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",13.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",14.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",14.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2020","2020",13.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NLD","Netherlands","2021","2021",13.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NOR","Norway","2012","2012",9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NOR","Norway","2015","2015",11,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NOR","Norway","2019","2019",12,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","NOR","Norway","2022","2022",14,"B","Break"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NOR","Norway","2012","2012",11,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NOR","Norway","2015","2015",13,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NOR","Norway","2019","2019",15,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","NOR","Norway","2022","2022",17,"B","Break"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NOR","Norway","2012","2012",10,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NOR","Norway","2015","2015",12,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NOR","Norway","2019","2019",13,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","NOR","Norway","2022","2022",16,"B","Break"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","POL","Poland","2014","2014",15.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","POL","Poland","2017","2017",16.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","POL","Poland","2019","2019",17.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","POL","Poland","2014","2014",18.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","POL","Poland","2017","2017",17.9,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","POL","Poland","2019","2019",19.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","POL","Poland","2014","2014",16.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","POL","Poland","2017","2017",16.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","POL","Poland","2019","2019",18.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","PRT","Portugal","2014","2014",17.5,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","PRT","Portugal","2017","2017",15.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","PRT","Portugal","2019","2019",17.4,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","PRT","Portugal","2014","2014",15.1,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","PRT","Portugal","2017","2017",15.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","PRT","Portugal","2019","2019",16.4,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","PRT","Portugal","2014","2014",16.4,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","PRT","Portugal","2017","2017",15.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","PRT","Portugal","2019","2019",16.9,"D","Difference in methodology"
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SVK","Slovak Republic","2014","2014",16.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SVK","Slovak Republic","2019","2019",18.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SVK","Slovak Republic","2014","2014",15.9,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SVK","Slovak Republic","2019","2019",20.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SVK","Slovak Republic","2014","2014",16.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SVK","Slovak Republic","2019","2019",19.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ESP","Spain","2011","2011",15.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ESP","Spain","2014","2014",16.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ESP","Spain","2017","2017",16.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","ESP","Spain","2020","2020",14.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ESP","Spain","2011","2011",17.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ESP","Spain","2014","2014",17.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ESP","Spain","2017","2017",17.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","ESP","Spain","2020","2020",15.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ESP","Spain","2011","2011",16.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ESP","Spain","2014","2014",16.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ESP","Spain","2017","2017",16.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","ESP","Spain","2020","2020",14.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2010","2010",10.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2011","2011",10.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2012","2012",11.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2013","2013",11.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2014","2014",12.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2015","2015",12.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2016","2016",11.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2017","2017",12.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2018","2018",13.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2019","2019",13.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2020","2020",14.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","SWE","Sweden","2021","2021",14.9,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2010","2010",12,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2011","2011",11.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2012","2012",11.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2013","2013",12.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2014","2014",12.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2015","2015",12.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2016","2016",14.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2017","2017",14,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2018","2018",14.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2019","2019",14.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2020","2020",14.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","SWE","Sweden","2021","2021",15.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2010","2010",11.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2011","2011",11,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2012","2012",11.8,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2013","2013",11.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2014","2014",12.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2015","2015",12.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2016","2016",13,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2017","2017",13.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2018","2018",14.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2019","2019",13.7,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2020","2020",14.4,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","SWE","Sweden","2021","2021",15.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","CHE","Switzerland","2012","2012",9.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","CHE","Switzerland","2017","2017",10.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","CHE","Switzerland","2012","2012",11.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","CHE","Switzerland","2017","2017",12.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CHE","Switzerland","2012","2012",10.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","CHE","Switzerland","2017","2017",11.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","TUR","Türkiye","2010","2010",21,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","TUR","Türkiye","2012","2012",20.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","TUR","Türkiye","2014","2014",24.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","TUR","Türkiye","2016","2016",23.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","TUR","Türkiye","2019","2019",24.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","TUR","Türkiye","2010","2010",13.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","TUR","Türkiye","2012","2012",13.7,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","TUR","Türkiye","2014","2014",15.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","TUR","Türkiye","2016","2016",15.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","TUR","Türkiye","2019","2019",17.3,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","TUR","Türkiye","2010","2010",16.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","TUR","Türkiye","2012","2012",17.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","TUR","Türkiye","2014","2014",19.9,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","TUR","Türkiye","2016","2016",19.6,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","TUR","Türkiye","2019","2019",21.1,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","GBR","United Kingdom","2014","2014",20.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","GBR","United Kingdom","2017","2017",21.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","GBR","United Kingdom","2021","2021",25.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","GBR","United Kingdom","2014","2014",19.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","GBR","United Kingdom","2017","2017",20.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","GBR","United Kingdom","2021","2021",26.5,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",20.1,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GBR","United Kingdom","2017","2017",21,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","GBR","United Kingdom","2021","2021",25.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2010","2010",27.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2011","2011",28,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2012","2012",28.5,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2013","2013",28.3,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2014","2014",29.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2015","2015",29.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2016","2016",30.2,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2017","2017",31.4,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2018","2018",31.8,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2019","2019",32.6,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2020","2020",33.9,,
"BODYOBSR","Obese population, self-reported","PERWOMTF","% of females","USA","United States","2021","2021",33.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2010","2010",28.4,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2011","2011",29.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2012","2012",28.8,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2013","2013",29.2,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2014","2014",29.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2015","2015",30.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2016","2016",30.3,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2017","2017",30.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2018","2018",31.5,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2019","2019",32.6,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2020","2020",33.1,,
"BODYOBSR","Obese population, self-reported","PERMANTH","% of males","USA","United States","2021","2021",33.2,,
"BODYOBSR","Obese population, self-reported","TOTPOPTX","% of total population","USA","United States","2010","2010",28.2,,
